row_id,stage_id,run_id,view,tier_scope,scoreboard,status,judgment,evidence_boundary,report_path,notes
stage267_run267D_adapter_p2_mt5_execution,267_adapter_research__baseline_candidate_racing_protocol,run267D_stage267_adapter_p2_materialization_v1,adapter_p2_mt5_execution,Tier A and Tier A+B historical 2024 adapter/P2 batch,runtime_full_batch,run267D_adapter_p2_mt5_batch_completed,runtime_diagnostic_evidence_only_no_candidate_selection,adapter_p2_runtime_batch_not_candidate_selection_not_onnx,stages/267_adapter_research__baseline_candidate_racing_protocol/03_reviews/stage267_run267D_adapter_p2_mt5_execution_report.md,kpi_records=30;next_action=run267D_review_adapter_p2_mt5_results;selected_candidate=none.
stage267_run267D_adapter_p2_mt5_review,267_adapter_research__baseline_candidate_racing_protocol,run267D_stage267_adapter_p2_materialization_v1,adapter_p2_mt5_review,Tier A and Tier A+B historical 2024 adapter/P2 review,runtime_full_batch_review,run267D_adapter_p2_mt5_review_completed,diagnostic_review_completed_no_candidate_selection,curve_time_slice_trade_quality_review_not_candidate_selection_not_onnx,stages/267_adapter_research__baseline_candidate_racing_protocol/03_reviews/stage267_run267D_adapter_p2_mt5_review.md,review_rows=15;negative_slices=20;next_action=run267E_design_adapter_p2_followup_from_run267D_review.
stage267_run267E_adapter_p2_followup_materialization,267_adapter_research__baseline_candidate_racing_protocol,run267E_stage267_adapter_p2_followup_design_v1,adapter_p2_followup_materialization,Tier A and Tier A+B historical 2024 atrcomp Monday-guard attempts planned,experiment_materialization,run267E_adapter_p2_followup_materialized_execution_pending,materialized_execution_pending_no_candidate_selection,feature_set_ini_materialization_only_no_mt5_kpi_yet_not_onnx,stages/267_adapter_research__baseline_candidate_racing_protocol/03_reviews/stage267_run267E_p2_followup.md,followup_rows=15;attempts=10;next_action=run267E_execute_atrcomp_monday_guard_mt5_batch.
stage267_run267E_atrcomp_monday_guard_mt5_execution,267_adapter_research__baseline_candidate_racing_protocol,run267E_stage267_adapter_p2_followup_design_v1,atrcomp_monday_guard_mt5_execution,Tier A and Tier A+B historical 2024 atrcomp Monday-guard batch,runtime_full_batch,run267E_atrcomp_monday_guard_mt5_batch_completed,runtime_diagnostic_evidence_only_no_candidate_selection,atrcomp_monday_guard_runtime_batch_not_candidate_selection_not_onnx,stages/267_adapter_research__baseline_candidate_racing_protocol/03_reviews/stage267_run267E_p2_execution.md,kpi_records=10;next_action=run267E_review_atrcomp_monday_guard_mt5_results;selected_candidate=none.
stage267_run267E_atrcomp_monday_guard_mt5_review,267_adapter_research__baseline_candidate_racing_protocol,run267E_stage267_adapter_p2_followup_design_v1,atrcomp_monday_guard_mt5_review,Tier A and Tier A+B historical 2024 atrcomp Monday-guard review,runtime_full_batch_review,run267E_atrcomp_monday_guard_mt5_review_completed,diagnostic_review_completed_no_candidate_selection,guard_comparison_time_slice_curve_review_not_candidate_selection_not_onnx,stages/267_adapter_research__baseline_candidate_racing_protocol/03_reviews/stage267_run267E_p2_review.md,comparison_rows=5;negative_slices=20;next_action=run267F_design_atrcomp_guard_robustness_and_non_calendar_followup.
stage267_run267F_atrcomp_guard_robustness_materialization,267_adapter_research__baseline_candidate_racing_protocol,run267F_stage267_atrcomp_guard_robustness_non_calendar_v1,atrcomp_guard_robustness_materialization,Tier A and Tier A+B historical 2024 non-calendar guard attempts planned,experiment_materialization,run267F_atrcomp_guard_robustness_materialized_execution_pending,materialized_execution_pending_no_candidate_selection,feature_set_ini_materialization_only_no_mt5_kpi_yet_not_onnx,stages/267_adapter_research__baseline_candidate_racing_protocol/03_reviews/stage267_run267F_guard_robustness_materialization.md,feature_variants=10;attempts=20;next_action=run267F_execute_non_calendar_guard_mt5_batch.
stage267_run267F_atrcomp_guard_robustness_mt5_execution,267_adapter_research__baseline_candidate_racing_protocol,run267F_stage267_atrcomp_guard_robustness_non_calendar_v1,atrcomp_guard_robustness_mt5_execution,Tier A and Tier A+B historical 2024 non-calendar guard batch,runtime_full_batch,run267F_non_calendar_guard_mt5_batch_completed,runtime_diagnostic_evidence_only_no_candidate_selection,non_calendar_guard_runtime_batch_not_candidate_selection_not_onnx,stages/267_adapter_research__baseline_candidate_racing_protocol/03_reviews/stage267_run267F_guard_robustness_execution.md,kpi_records=20;next_action=run267F_review_non_calendar_guard_mt5_results;selected_candidate=none.
stage267_run267F_non_calendar_guard_mt5_review,267_adapter_research__baseline_candidate_racing_protocol,run267F_stage267_atrcomp_guard_robustness_non_calendar_v1,non_calendar_guard_mt5_review,Tier A and Tier A+B historical 2024 non-calendar guard review,runtime_full_batch_review,run267F_non_calendar_guard_mt5_review_completed,diagnostic_review_completed_no_candidate_selection,non_calendar_guard_comparison_time_slice_curve_review_not_candidate_selection_not_onnx,stages/267_adapter_research__baseline_candidate_racing_protocol/03_reviews/stage267_run267F_guard_robustness_review.md,comparison_rows=10;negative_slices=30;next_action=run267G_design_adx_guard_followup_and_di_replacement_failure_memory.
stage267_run267G_adx_followup_failure_memory,267_adapter_research__baseline_candidate_racing_protocol,run267G_stage267_adx_followup_failure_memory_v1,adx_followup_failure_memory,Tier A and Tier A+B historical 2024 design review,structural_scout,run267G_adx_followup_failure_memory_completed,design_review_completed_no_candidate_selection,failure_memory_and_followup_design_only_no_mt5_execution,stages/267_adapter_research__baseline_candidate_racing_protocol/03_reviews/stage267_run267G_adx_followup_failure_memory.md,failure_rows=10;followup_design_rows=5;next_action=run267H_design_soft_noncalendar_adapter_feature_engineering_matrix.
stage267_run267H_soft_noncalendar_adapter_design,267_adapter_research__baseline_candidate_racing_protocol,run267H_stage267_soft_noncalendar_adapter_design_v1,soft_noncalendar_adapter_design,Tier A and Tier A+B historical 2024 design,structural_scout,run267H_soft_noncalendar_adapter_design_completed,design_completed_no_candidate_selection,design_matrix_only_no_materialization_no_mt5_execution,stages/267_adapter_research__baseline_candidate_racing_protocol/03_reviews/stage267_run267H_soft_noncalendar_adapter_design.md,feature_rows=20;queue_rows=6;next_action=run267I_materialize_top_soft_noncalendar_adapter_candidates.
stage267_run267I_soft_noncalendar_adapter_materialization,267_adapter_research__baseline_candidate_racing_protocol,run267I_stage267_p0_soft_noncalendar_adapter_materialization_v1,p0_soft_noncalendar_adapter_materialization,Tier A and Tier A+B historical 2024 materialization attempts planned,experiment_materialization,run267I_p0_soft_noncalendar_adapter_materialized_execution_pending,materialized_execution_pending_no_candidate_selection,feature_model_set_ini_materialized_no_mt5_execution,stages/267_adapter_research__baseline_candidate_racing_protocol/03_reviews/stage267_run267I_soft_noncalendar_adapter_materialization.md,candidate_count=2;attempts=4;next_action=run267I_execute_p0_soft_noncalendar_adapter_mt5_batch.
stage267_run267I_soft_noncalendar_adapter_mt5_execution,267_adapter_research__baseline_candidate_racing_protocol,run267I_stage267_p0_soft_noncalendar_adapter_materialization_v1,p0_soft_noncalendar_adapter_mt5_execution,Tier A and Tier A+B historical 2024 P0 soft adapter batch,runtime_full_batch,run267I_p0_soft_noncalendar_adapter_mt5_batch_completed,runtime_diagnostic_evidence_only_no_candidate_selection,mt5_runtime_batch_no_candidate_selection_no_onnx,stages/267_adapter_research__baseline_candidate_racing_protocol/03_reviews/stage267_run267I_soft_noncalendar_adapter_mt5_execution.md,kpi_records=4;next_action=run267I_review_p0_soft_noncalendar_adapter_mt5_results;selected_candidate=none.
stage267_run267I_soft_noncalendar_adapter_mt5_review,267_adapter_research__baseline_candidate_racing_protocol,run267I_stage267_p0_soft_noncalendar_adapter_materialization_v1,p0_soft_noncalendar_adapter_mt5_review,Tier A and Tier A+B historical 2024 P0 soft adapter review,runtime_full_batch_review,run267I_p0_soft_noncalendar_adapter_mt5_review_completed,diagnostic_review_completed_no_candidate_selection,curve_time_slice_trade_quality_review_not_candidate_selection_not_onnx,stages/267_adapter_research__baseline_candidate_racing_protocol/03_reviews/stage267_run267I_soft_noncalendar_adapter_mt5_review.md,review_rows=2;negative_slices=24;next_action=run267J_design_retrained_soft_context_adapter_probe_with_stop_rules.
stage267_run267J_retrained_soft_context_adapter_design,267_adapter_research__baseline_candidate_racing_protocol,run267J_stage267_retrained_soft_context_adapter_design_v1,retrained_soft_context_adapter_design,Tier A and Tier A+B historical 2024 design,experiment_design_source_audit_plan,run267J_retrained_soft_context_adapter_design_completed,design_completed_no_candidate_selection,design_and_source_audit_plan_only_no_materialization_no_onnx,stages/267_adapter_research__baseline_candidate_racing_protocol/03_reviews/stage267_run267J_retrained_soft_context_adapter_design.md,design_rows=5;weakness_targets=10;stop_rules=8;next_action=run267K_audit_retrain_source_and_materialize_soft_context_p0.
