artifact_id,artifact_type,path,sha256,stage_id,run_id,created_at_utc,notes
top3_monthly_price_proxy_weights_fpmarkets_v2_v1,,foundation/config/top3_monthly_price_proxy_weights_fpmarkets_v2.csv,,,,,Stage 04 MT5 price-proxy monthly top3 weights; MSFT/NVDA/AAPL; 45 months 2022-08 through 2026-04; bootstrap month 2022-08; weights_sha256 08531dbf5235a166e5b2e9dc675ec3d41a0cc84066d00592c37f500aa8f89981
model_input_feature_set_contract_fpmarkets_v2,,docs/contracts/model_input_feature_set_contract_fpmarkets_v2.md,,,,,Stage 04 model input feature-set contract; preserves interim 56-feature quarantine artifact and selects MT5 price-proxy 58-feature model input; proxy weights are not actual index weights
model_input_fpmarkets_v2_us100_m5_label_v1_fwd12_split_v1_feature_set_v1_no_placeholder_top3_weights,,data/processed/model_inputs/label_v1_fwd12_split_v1_feature_set_v1/model_input_summary.json,,,,,Stage 04 interim model-input quarantine artifact; 46650 rows; 56 included features; quarantined top3_weighted_return_1 and us100_minus_top3_weighted_return_1; not the final pre-alpha 58-feature path; included_feature_order_hash 84f313815393429acb9690d727b61b4a3dfd2354678bd357a53db570ba37bc89; model_input_dataset_sha256 68d70d3fa2969b1e8c257c9cbe57428440832229d48446d5b84477da931b233d; summary_sha256 af79872a96e2ecb6b1363df192528cee0d1b7997e0bdeaac48a4a5237c7d6f70
dataset_fpmarkets_v2_us100_m5_20220901_20260413_cashopen_fullcash_proxyw58,,data/processed/datasets/dataset_fpmarkets_v2_us100_m5_20220901_20260413_cashopen_fullcash_proxyw58/dataset_summary.json,,,,,Stage 04 MT5 price-proxy 58-feature frame; 54439 selected rows; feature_order_hash fa06973c24462298ea38d84528b07ca0adf357e506f3bfeea02eb0d5691ab8e2; features_sha256 4b2ddcf6e8ccd58f1838877e2bec8c19729d14afd997ee0ffa41b6be50b5d1e2; summary_sha256 b9d2adec552c7c9f1dcdc1f3ad3b5a6ed30c784bffc99874a01f40cdbedbdb20
training_fpmarkets_v2_us100_m5_label_v1_fwd12_split_v1_proxyw58,,data/processed/training_datasets/label_v1_fwd12_split_v1_proxyw58/training_dataset_summary.json,,,,,Stage 04 training label/split dataset rematerialized from MT5 price-proxy 58-feature frame; 46650 rows; training_dataset_sha256 c30eb033f104f0b1682964b546593e8b18125760c37ce2b945f7ab0f447ae38f; summary_sha256 1cc745e7392c906a918b8b953238b5ca625359c379876798508beb0a7404f7a3
model_input_fpmarkets_v2_us100_m5_label_v1_fwd12_split_v1_proxyw58_feature_set_v2,,data/processed/model_inputs/label_v1_fwd12_split_v1_feature_set_v2_mt5_price_proxy_58/model_input_summary.json,,,,,Stage 04 selected 58-feature model input using MT5 price-proxy top3 weights; restored top3_weighted_return_1 and us100_minus_top3_weighted_return_1; 46650 rows; model_input_dataset_sha256 c30eb033f104f0b1682964b546593e8b18125760c37ce2b945f7ab0f447ae38f; summary_sha256 af3745cbf1f6d62dc85a489bcda55899d882c910d62021b935e1cea8ab4d4a40; not actual NDX/QQQ weights
stage05_feature_integrity_audit_v1,,stages/05_feature_integrity__formula_time_alignment_leakage_audit/02_runs/20260425_stage05_feature_integrity_audit_v1/audit_summary.json,,,,,Stage 05 integrated feature integrity audit; formula/time-session/external-alignment/label-leakage passed; audit_summary_sha256 db2f2ef8f726a28216454ae9d811923c5cc741ca3e9be626e98292fbf7f7b889; result_summary_sha256 3d2ca0c495f416512876a44e7d7ea49031485be18ab59e78661e2267b60802b4
fixture_fpmarkets_v2_stage06_runtime_minimum_v1,,stages/06_runtime_parity__python_mt5_runtime_authority/02_runs/20260425_stage06_runtime_parity_blocked_v1/fixture_set.json,,,,,Stage 06 minimum runtime parity fixture set(Stage 06 筌ㅼ뮇???怨?????뉖쾻????뺣궚 ?얜씈??; regular/session-boundary/DST/external-alignment/negative required-missing-input(??곗뺘/?紐꾨?野껋럡????뺛돢?????紐? ?類ｌ졊/?袁⑸땾 ??낆젾 ?袁⑥뵭 ?봔?? ??뺣궚; MT5 snapshot(MT5 ??산퉬?? ?袁㏉돱筌왖 blocked(筌△뫀??
python_snapshot_fpmarkets_v2_stage06_runtime_minimum_v1,,stages/06_runtime_parity__python_mt5_runtime_authority/02_runs/20260425_stage06_runtime_parity_blocked_v1/python_feature_snapshot.jsonl,,,,,"Stage 06 Python snapshot(Stage 06 ???뵠????산퉬??; 58-feature MT5 price-proxy model input(58揶???깆퓗 MT5 揶쎛野?????筌뤴뫀????낆젾) 疫꿸퀣?; 5 rows(5??, 4 ready fixtures(餓Β????뺣궚 4揶?, 1 negative non-ready fixture(?봔??餓Β???븍뜃? ??뺣궚 1揶?"
mt5_handoff_fpmarkets_v2_stage06_runtime_minimum_v1,,stages/06_runtime_parity__python_mt5_runtime_authority/02_runs/20260425_stage06_runtime_parity_blocked_v1/mt5_handoff_package.json,,,,,Stage 06 MT5 handoff package(Stage 06 MT5 ?硫명??얜씈??; identity fields(?類ㅺ퍥???袁⑤굡)?? target windows(????筌? ??釉? MT5 snapshot(MT5 ??산퉬?? ??곸벉; runtime authority(?怨???亦낅슣?? 雅뚯눘????곸벉
report_fpmarkets_v2_stage06_runtime_parity_blocked_v1,,stages/06_runtime_parity__python_mt5_runtime_authority/02_runs/20260425_stage06_runtime_parity_blocked_v1/runtime_parity_report.json,,,,,Stage 06 runtime parity report(Stage 06 ?怨?????뉖쾻??癰귣떯???; MT5 snapshot(MT5 ??산퉬?? ??곸벉??stale equal-weight MT5 audit tools(??? ??덉뵬揶쎛餓?MT5 揶쏅Ŋ沅??袁㏓럡) ?????external verification(?紐? 野꺜筌? blocked(筌△뫀??; MetaEditor compile logs(筌롫???癒?탵???뚮똾???嚥≪뮄?? 疫꿸퀡以?metaeditor_script_compile_stage06_runtime_blocked_v1
metaeditor_ea_compile_stage06_runtime_blocked_v1,,stages/06_runtime_parity__python_mt5_runtime_authority/02_runs/20260425_stage06_runtime_parity_blocked_v1/metaeditor_ea_compile.log,,,,,"Stage 06 MetaEditor compile log(Stage 06 筌롫???癒?탵???뚮똾???嚥≪뮄?? for EA(Expert Advisor, ?袁ⓓ?첎? ?癒??; 0 errors/0 warnings(??살첒 0/野껋럡??0)"
report_fpmarkets_v2_stage06_runtime_parity_closed_v1,,stages/06_runtime_parity__python_mt5_runtime_authority/02_runs/20260425_stage06_runtime_parity_closed_v1/runtime_parity_report.json,,,,,Stage 06 closed runtime parity report; 5 Python rows and 5 MT5 rows compared; max_abs_diff 0.0000017512503873717833 within tolerance 0.00001; runtime authority only for minimum fixture set
mt5_snapshot_fpmarkets_v2_stage06_runtime_minimum_v1,,stages/06_runtime_parity__python_mt5_runtime_authority/02_runs/20260425_stage06_runtime_parity_closed_v1/mt5_feature_snapshot.jsonl,,,,,Stage 06 MT5 feature snapshot for closed runtime parity; strategy tester wrote 5 snapshot rows
model_fpmarkets_v2_stage07_logreg_smoke_v1,,stages/07_model_training_baseline__contract_preprocessing_smoke/02_runs/20260425_stage07_baseline_training_smoke_v1/model.joblib,,,,,Stage 07 baseline training smoke model; sklearn logistic regression pipeline; model_joblib_sha256 fcb4a0abc7ed01ac330dac31bec1fb1f9fa2c9ceaf8b1b5db8ece4c2a07896a6; not alpha quality or operating promotion
model_manifest_fpmarkets_v2_stage07_logreg_smoke_v1,,stages/07_model_training_baseline__contract_preprocessing_smoke/02_runs/20260425_stage07_baseline_training_smoke_v1/model_artifact_manifest.json,,,,,"Stage 07 model artifact identity manifest; manifest_sha256 f7a780439b1adadb8a616bfd6fd5f669379bcf3b7a6d82c066fbe99d574ae526; output schema [p_short,p_flat,p_long]"
predictions_fpmarkets_v2_stage07_logreg_smoke_v1,,stages/07_model_training_baseline__contract_preprocessing_smoke/02_runs/20260425_stage07_baseline_training_smoke_v1/predictions.parquet,,,,,Stage 07 smoke predictions for train/validation/oos; predictions_sha256 afa74a755969b470d9907a8377e6d50fa5a3ad78447d6c8ac5e45f1d60cace7e; reporting evidence only
alpha_entry_protocol_fpmarkets_v2,,docs/policies/alpha_entry_protocol.md,,,,,"Stage 08 alpha entry protocol; allowed evidence, metric/report format, Tier A/B reporting, failure memory, and no-promotion boundary; not an alpha result"
alpha_exploration_report_template_fpmarkets_v2,,docs/templates/alpha_exploration_report_template.md,,,,,"Stage 08 alpha exploration report template; preserves tier label, paired Tier A/B records, split/window, metrics, judgment boundary, failure memory, and no-promotion boundary"
alpha_run_ledger_fpmarkets_v2,,docs/registers/alpha_run_ledger.csv,,,,,Project alpha run ledger; populated with Stage 10 run01A Python Tier A/B/combined records and MT5 routed A-used B-fallback-used routed-total validation/OOS records; boundary runtime_probe not operating promotion
stage10_alpha_run_ledger,,stages/10_alpha_scout__default_split_model_threshold_scan/03_reviews/stage_run_ledger.csv,,,,,Stage 10 alpha run ledger; populated with run01A Python Tier A/B/combined records and MT5 routed A-used B-fallback-used routed-total validation/OOS records; boundary runtime_probe not operating promotion
mt5_obsidianprime_module_map,,foundation/mt5/include/ObsidianPrime/README.md,,,,,MT5 EA module map(MT5 EA 筌뤴뫀諭?筌왖??; map_sha256 660721b249fd3b9b56caffedb9db5db52c4899e2445d986bb3c6fd5a77245026; anchors future .mqh modules(?館??.mqh 筌뤴뫀諭? under foundation/mt5/include/ObsidianPrime
stage09_pre_alpha_handoff_packet_v1,,stages/09_pre_alpha_handoff__registry_publish_packet/03_reviews/pre_alpha_handoff_packet.md,,,,,"Stage 09 pre-alpha handoff packet(Stage 09 ??곕솁 ???硫명??얜씈??; closes registry/current truth/publish boundary(?源낆쨯?봔/?袁⑹삺 筌욊쑴??野껊슣??野껋럡??; hands off to Stage 10 single_split_scout(Stage 10 ??μ뵬 ?브쑵釉??癒?퉳 ?癒?즴); not an alpha result(??곕솁 野껉퀗??, alpha quality(??곕솁 ??됱춳), live readiness(??브탢??餓Β??, runtime authority(?怨???亦낅슣??, or operating promotion(??곸겫 ?諛닿봄)"
stage10_run01A_manifest,,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01A_logreg_threshold_mt5_scout_v1/run_manifest.json,,,,,Stage 10 run01A manifest; LogReg threshold plus MT5 routed Scout; Tier A primary plus Tier B fallback; external verification completed; not live readiness
stage10_run01A_kpi_record,,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01A_logreg_threshold_mt5_scout_v1/kpi_record.json,,,,,Stage 10 run01A KPI record; separates signal probability threshold routing trading risk execution and judgment read; routed total is actual tester run not synthetic sum
foundation_runtime_probe_ea,,foundation/mt5/ObsidianPrimeV2_RuntimeProbeEA.mq5,,,,,Foundation RuntimeProbe EA thin entrypoint; supports Stage 10+ Tier A primary plus Tier B fallback routing; run variants tracked by set files manifest hashes and module hashes
stage10_alpha_scout_closeout_packet_v1,,stages/10_alpha_scout__default_split_model_threshold_scan/03_reviews/stage10_closeout_packet.md,,,,,Stage 10 closeout packet; run01Y remains best balanced runtime_probe baseline; run01Z/run01AA/run01AB/run01AC closeout variants reviewed; hands off to Stage 11; not alpha quality or operating promotion
stage11_alpha_robustness_stage_brief,,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/00_spec/stage_brief.md,,,,,Stage 11 brief(Stage 11 ?④퀎 ?붿빟); covers WFO label/horizon sensitivity(WFO ?쇰꺼/?덉륫?섑룊??誘쇨컧?? plus model training method sensitivity(紐⑤뜽 ?숈뒿諛⑸쾿 誘쇨컧??; run02A MT5 runtime_probe completed(?ㅽ뻾 02A MT5 ?고????먯묠 ?꾨즺)
stage11_run02A_manifest,,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02A_lgbm_training_method_scout_v1/run_manifest.json,,,,,Stage 11 run02A manifest(Stage 11 ?ㅽ뻾 02A 紐⑸줉); LightGBM training-method scout(?쇱씠?퇖BM ?숈뒿諛⑸쾿 ?먯깋); manifest_sha256 43b1b919b9d8faa6f8157c7fc71de8bd0b0ce4b646878bdbdb7bc31396f64a9f; external verification completed(?몃? 寃利??꾨즺)
stage11_run02A_kpi_record,,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02A_lgbm_training_method_scout_v1/kpi_record.json,,,,,Stage 11 run02A KPI record(Stage 11 ?ㅽ뻾 02A ?듭떖 ?깃낵 吏??湲곕줉); Tier A/B/combined Python signal views(?곗뼱 A/B/?⑹궛 ?뚯씠???좏샇 蹂닿린) plus MT5 runtime_probe KPI(MT5 ?고????먯묠 ?듭떖 ?깃낵 吏??; kpi_sha256 d5eb914ddccd728cbe6eca041d8eb8d30198d05fcf3280aa41a72b18e67d6360
stage11_run02A_result_summary,,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02A_lgbm_training_method_scout_v1/reports/result_summary.md,,,,,Stage 11 run02A result summary(Stage 11 ?ㅽ뻾 02A 寃곌낵 ?붿빟); LightGBM scout(?쇱씠?퇖BM ?먯깋) with MT5 runtime_probe(MT5 ?고????먯묠); summary_sha256 cf1eedba211fd5e4ac9d63383ef7f82f413b217459fdc60f042a9dc731d07ce3
stage11_run02A_tier_a_lgbm_model,,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02A_lgbm_training_method_scout_v1/models/tier_a_lgbm_58_model.joblib,,,,,Stage 11 run02A Tier A LightGBM 58-feature model(Stage 11 ?ㅽ뻾 02A Tier A ?쇱씠?퇖BM 58?쇱쿂 紐⑤뜽); model_sha256 fd80291ae2a34c4ef952c54ee19f20e5671d10ba04fc629ca6afdbc0408857a8; used by MT5 runtime_probe(MT5 ?고????먯묠 ?ъ슜); not runtime authority expansion(?고???沅뚯쐞 ?뺤옣 ?꾨떂)
stage11_run02A_tier_b_lgbm_model,,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02A_lgbm_training_method_scout_v1/models/tier_b_lgbm_core42_model.joblib,,,,,Stage 11 run02A Tier B LightGBM core42 partial-context model(Stage 11 ?ㅽ뻾 02A Tier B ?쇱씠?퇖BM ?듭떖42 遺遺꾨Ц留?紐⑤뜽); model_sha256 e9e08af11f8e887e057f9d8afac8c1817f303df8d43fc276236b67351bb7d910; used by MT5 runtime_probe(MT5 ?고????먯묠 ?ъ슜); not runtime authority expansion(?고???沅뚯쐞 ?뺤옣 ?꾨떂)
stage11_run02A_tier_a_lgbm_onnx_model,,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02A_lgbm_training_method_scout_v1/models/tier_a_lgbm_58_model.onnx,,,,,Stage 11 run02A Tier A ONNX model(Stage 11 ?ㅽ뻾 02A Tier A ?⑤땳??紐⑤뜽); model_sha256 d5dc8bf28ec9f9d5e32357c8ce05a43b377f8ccdb7f898b423bda5cfa8ed93a2; ONNX parity passed(?⑤땳???숇벑???듦낵) at tolerance 0.01(?덉슜?ㅼ감 0.01)
stage11_run02A_tier_b_lgbm_onnx_model,,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02A_lgbm_training_method_scout_v1/models/tier_b_lgbm_core42_model.onnx,,,,,Stage 11 run02A Tier B ONNX model(Stage 11 ?ㅽ뻾 02A Tier B ?⑤땳??紐⑤뜽); model_sha256 e8a18e2a3a4dca6fd6c2e476869b7f4cd8fd956233eee3dbe5de44cccec771c4; ONNX parity passed(?⑤땳???숇벑???듦낵) at tolerance 0.01(?덉슜?ㅼ감 0.01)
stage11_run02B_rank_threshold_script,,foundation/pipelines/run_stage11_lgbm_rank_threshold_scout.py,,,,,Stage 11 RUN02B rank-target threshold script(Stage 11 ?ㅽ뻾 02B ?쒖쐞 湲곕컲 ?꾧퀎媛??ㅽ겕由쏀듃); script_sha256 64e281bbf45a5ea3981eecfa42b40cbc82f8f75513cb74c836879ede8b9f3673; reuses RUN02A LightGBM models(RUN02A ?쇱씠?퇖BM 紐⑤뜽 ?ъ궗??; not alpha quality(?뚰뙆 ?덉쭏 ?꾨떂)
stage11_run02B_manifest,,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02B_lgbm_rank_threshold_scout_v1/run_manifest.json,,,,,Stage 11 RUN02B manifest(Stage 11 ?ㅽ뻾 02B 紐⑸줉); LGBM-specific rank-target threshold scout(LGBM ?꾩슜 ?쒖쐞 湲곕컲 ?꾧퀎媛??먯깋); manifest_sha256 19c07d4b8edc9c4ad3c03ddb0024f4fa12fc126101da37c3633cadfb94d1df07; external verification completed(?몃? 寃利??꾨즺)
stage11_run02B_kpi_record,,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02B_lgbm_rank_threshold_scout_v1/kpi_record.json,,,,,Stage 11 RUN02B KPI record(Stage 11 ?ㅽ뻾 02B ?듭떖 ?깃낵 吏??湲곕줉); routed-only MT5 runtime_probe(?쇱슦???꾩슜 MT5 ?고????먯묠); kpi_sha256 fe56a89f5b8eab8af1f40b66fcaf8ea78d59410001894a4076da2a4f90b0e0c4
stage11_run02B_result_summary,,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02B_lgbm_rank_threshold_scout_v1/reports/result_summary.md,,,,,Stage 11 RUN02B result summary(Stage 11 ?ㅽ뻾 02B 寃곌낵 ?붿빟); LGBM rank-target threshold scout(LGBM ?쒖쐞 湲곕컲 ?꾧퀎媛??먯깋); summary_sha256 32b5d0f3fa66ca4672458cdf6d47763f4cec1532616ff3f179b34d4f2c6783a4
stage11_run02B_tier_a_rank_quantile_sweep,,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02B_lgbm_rank_threshold_scout_v1/sweeps/rank_quantile_sweep_tier_a.csv,,,,,Stage 11 RUN02B Tier A rank quantile sweep(Stage 11 ?ㅽ뻾 02B Tier A ?쒖쐞 遺꾩쐞???ㅼ쐲); sweep_sha256 7cce49d881d8b4b23b4ed5c3875d9aabe4fabffaaac6ae230bbe60b757b52122; selection scope validation only(?좏깮 踰붿쐞 寃利??꾩슜)
stage11_run02B_tier_b_rank_quantile_sweep,,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02B_lgbm_rank_threshold_scout_v1/sweeps/rank_quantile_sweep_tier_b.csv,,,,,Stage 11 RUN02B Tier B rank quantile sweep(Stage 11 ?ㅽ뻾 02B Tier B ?쒖쐞 遺꾩쐞???ㅼ쐲); sweep_sha256 e16c98b02604d547eb64f90beee8ac582783190327ebbd7140a32356f0a8bde4; selection scope validation only(?좏깮 踰붿쐞 寃利??꾩슜)
stage11_run02B_combined_rank_quantile_sweep,,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02B_lgbm_rank_threshold_scout_v1/sweeps/rank_quantile_sweep_combined.csv,,,,,Stage 11 RUN02B combined rank quantile sweep(Stage 11 ?ㅽ뻾 02B ?⑹궛 ?쒖쐞 遺꾩쐞???ㅼ쐲); sweep_sha256 edf50a1976e4449e47319873c9c8f70edb49a02f70c77fbe12e826f1f54e9a52; not MT5 routed PnL(MT5 ?쇱슦???먯씡 ?꾨떂)
stage11_run02C_manifest,,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02C_lgbm_long_only_direction_isolation_v1/run_manifest.json,,,,,Stage 11 run02C divergent LGBM scout; manifest_sha256 a703e28bb2a6fc76d136c334ca76b48e62f7923d0200027d5eb00f7312756727; boundary runtime_probe only
stage11_run02C_kpi_record,,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02C_lgbm_long_only_direction_isolation_v1/kpi_record.json,,,,,Stage 11 run02C KPI record; kpi_sha256 d86a22bd8d6a722fe2f5a16992551f1dcba152d2b8100cb430e182412db53ce2; routed-only MT5 runtime_probe
stage11_run02C_result_summary,,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02C_lgbm_long_only_direction_isolation_v1/reports/result_summary.md,,,,,Stage 11 run02C result summary; summary_sha256 f1deb43286770062d0a4fa666be8bf7fa653d8e312b86d0cc53896dad035eec4
stage11_run02D_manifest,,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02D_lgbm_short_only_direction_isolation_v1/run_manifest.json,,,,,Stage 11 run02D divergent LGBM scout; manifest_sha256 29ba4278f6c22fb2dfb080e32c9894e195158fc79a855a3d5e7e0f71f22fc0e9; boundary runtime_probe only
stage11_run02D_kpi_record,,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02D_lgbm_short_only_direction_isolation_v1/kpi_record.json,,,,,Stage 11 run02D KPI record; kpi_sha256 d8bb03d1a772c3cbcf0eea151f87d4293c10dd24d131fc23e9a0176c44dd303b; routed-only MT5 runtime_probe
stage11_run02D_result_summary,,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02D_lgbm_short_only_direction_isolation_v1/reports/result_summary.md,,,,,Stage 11 run02D result summary; summary_sha256 b195212c971b7c7891c00eaa5ee0ec4c15dcd2e1b6e12ca55b6392d6904b075f
stage11_run02E_manifest,,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02E_lgbm_extreme_confidence_rejection_v1/run_manifest.json,,,,,Stage 11 run02E divergent LGBM scout; manifest_sha256 991c0754a76ddf4cb658a31596916b43ca423328a3dccb7718f6791559f6d304; boundary runtime_probe only
stage11_run02E_kpi_record,,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02E_lgbm_extreme_confidence_rejection_v1/kpi_record.json,,,,,Stage 11 run02E KPI record; kpi_sha256 3d8eeb110becffe86add3a5de3138c156d2d594c7b27df2cb1821bd660013ddb; routed-only MT5 runtime_probe
stage11_run02E_result_summary,,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02E_lgbm_extreme_confidence_rejection_v1/reports/result_summary.md,,,,,Stage 11 run02E result summary; summary_sha256 f9384160f0d6564befe93727a1faf319f378671f36f866507e0c2e2dd9c03d43
stage11_run02F_manifest,,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02F_lgbm_calm_trend_context_gate_v1/run_manifest.json,,,,,Stage 11 run02F divergent LGBM scout; manifest_sha256 1471b6b5006e8898051a4fc9e865e75c5ef2087c9eced21224534cf9ef829593; boundary runtime_probe only
stage11_run02F_kpi_record,,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02F_lgbm_calm_trend_context_gate_v1/kpi_record.json,,,,,Stage 11 run02F KPI record; kpi_sha256 c1251f21bc8b8cf8f2e174229f327db7ac58f0de0c39a2ed939e7bb54bb33425; routed-only MT5 runtime_probe
stage11_run02F_result_summary,,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02F_lgbm_calm_trend_context_gate_v1/reports/result_summary.md,,,,,Stage 11 run02F result summary; summary_sha256 64b8cc22d2c63ed2ec0e05448f50f40f91fb004480621f6bdade4326a5bf0db2
stage11_run02C_run02P_divergent_script,,foundation/pipelines/run_stage11_lgbm_divergent_scouts.py,,,,,Stage 11 RUN02C-RUN02P divergent and idea-burst LGBM scout script; script_sha256 84ad5626e9017f70c7fff9def653d87ea61f6dede349fe1c6abba29e360a3440; reuses RUN02A LGBM ONNX models; boundary runtime_probe only
stage11_run02C_run02F_divergent_plan,,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/00_spec/run02C_run02F_divergent_plan.md,,,,,Stage 11 RUN02C-RUN02F divergent plan; plan_sha256 d436ac734354b529489cfa9a60c1458f4c01dc8279a2c84498a6497744d7c678; direction confidence context exploration
